Mes,Código Material,Venta Neta Kilos
2020-07,1007310,1840.0
2020-07,1015578,40.0
2020-07,1018660,149.85
2020-07,1018661,926.0
2020-07,1018662,372.0
2020-07,1019983,123.0
2020-07,1025298,30.0
2020-07,1025986,56.0
2020-07,1026978,6.0
2020-07,1030868,432.0
2020-07,1032665,6.5
2020-07,1032673,63.0
2020-07,1032719,322.5
2020-07,1041779,80.0
2020-07,1041780,35.0
2020-07,1041781,5.0
2020-07,1041782,95.0
2020-07,1041787,10.0
2020-07,1041788,26.0
2020-07,1041789,46.0
2020-07,1041791,40.0
2020-07,1041795,5.0
2020-07,1041799,5.0
2020-07,1041807,9.0
2020-07,1042914,308.0
2020-07,1003831,35.0
2020-07,1003856,20.0
2020-07,1003861,330.0
2020-07,1003863,185.0
2020-07,1003865,905.0
2020-07,1003866,305.0
2020-07,1003870,10.0
2020-07,1003872,12.5
2020-07,1003874,31.5
2020-07,1003875,612.5
2020-07,1003883,440.0
2020-07,1003915,115.2
2020-07,1003916,380.8
2020-07,1003930,68.0
2020-07,1003934,6686.0
2020-07,1004132,1454.0
2020-07,1004134,38.0
2020-07,1004135,10.0
2020-07,1004146,1118.0
2020-07,1004147,1494.0
2020-07,1004151,136.0
2020-07,1004157,230.0
2020-07,1004158,852.0
2020-07,1004159,964.0
2020-07,1007307,655.0
2020-07,1007308,2120.0
2020-07,1007309,376.0
2020-07,1007310,1489.0
2020-07,1015578,30.0
2020-07,1018660,121.95
2020-07,1018661,672.5
2020-07,1018662,368.0
2020-07,1019983,146.5
2020-07,1025298,30.0
2020-07,1025986,32.0
2020-07,1026978,2.0
2020-07,1030868,384.0
2020-07,1032665,3.9
2020-07,1032673,96.0
2020-07,1032719,253.5
2020-07,1041779,35.0
2020-07,1041780,15.0
2020-07,1041781,15.0
2020-07,1041782,20.0
2020-07,1041787,10.0
2020-07,1041788,38.0
2020-07,1041789,51.0
2020-07,1041791,46.0
2020-07,1041795,5.0
2020-07,1041799,7.0
2020-07,1041807,8.0
2020-07,1042914,276.0
2020-07,1003831,45.0
2020-07,1003856,10.0
2020-07,1003861,650.0
2020-07,1003863,260.0
2020-07,1003865,820.0
2020-07,1003866,295.0
2020-07,1003872,25.0
2020-07,1003874,36.0
2020-07,1003875,487.5
2020-07,1003883,595.0
2020-07,1003915,138.4
2020-07,1003916,311.2
2020-07,1003930,68.0
2020-07,1003934,5895.0
2020-07,1004132,1514.0
2020-07,1004134,61.0
2020-07,1004135,27.0
2020-07,1004146,862.0
2020-07,1004147,1118.0
2020-07,1004151,126.0
2020-07,1004153,10.0
2020-07,1004157,200.0
2020-07,1004158,882.0
2020-07,1004159,968.0
2020-07,1007307,445.0
2020-07,1007308,2056.0
2020-07,1007309,304.0
2020-07,1007310,1229.0
2020-07,1015578,40.0
2020-07,1018660,92.25
2020-07,1018661,636.5
2020-07,1018662,485.5
2020-07,1019983,153.5
2020-07,1025298,10.0
2020-07,1025986,36.0
2020-07,1026978,4.0
2020-07,1030868,528.0
2020-07,1032665,1.3
2020-07,1032673,63.0
2020-07,1032719,400.5
2020-07,1041779,35.0
2020-07,1041780,10.0
2020-07,1041782,10.0
2020-07,1041787,5.0
2020-07,1041788,26.0
2020-07,1041789,14.0
2020-07,1041791,34.0
2020-07,1041795,5.0
2020-07,1041799,9.0
2020-07,1041807,8.0
2020-07,1042914,220.0
2020-07,1003831,30.0
2020-07,1003856,10.0
2020-07,1003861,320.0
2020-07,1003863,210.0
2020-07,1003865,810.0
2020-07,1003866,355.0
2020-07,1003872,50.0
2020-07,1003874,67.5
2020-07,1003875,475.0
2020-07,1003883,545.0
2020-07,1003915,72.0
2020-07,1003916,347.2
2020-07,1003930,28.0
2020-07,1003934,5295.0
2020-07,1004132,1259.0
2020-07,1004134,68.0
2020-07,1004135,34.0
2020-07,1004139,2.5
2020-07,1004146,651.0
2020-07,1004147,1376.0
2020-07,1004151,129.0
2020-07,1004157,130.0
2020-07,1004158,683.0
2020-07,1004159,785.0
2020-07,1007307,483.0
2020-07,1007308,1724.0
2020-07,1007309,244.0
2020-07,1007310,1359.0
2020-07,1015578,40.0
2020-07,1015882,10.0
2020-07,1018660,76.05
2020-07,1018661,657.5
2020-07,1018662,482.0
2020-07,1019983,95.0
2020-07,1025298,35.0
2020-07,1025986,80.0
2020-07,1026978,2.0
2020-07,1030868,600.0
2020-07,1032665,2.6
2020-07,1032673,93.0
2020-07,1032719,439.5
2020-07,1041779,45.0
2020-07,1041780,25.0
2020-07,1041782,15.0
2020-07,1041788,34.0
2020-07,1041789,19.0
2020-07,1041791,39.0
2020-07,1041799,22.0
2020-07,1041807,15.0
2020-07,1042914,220.0
2020-08,1003831,5.0
2020-08,1003861,120.0
2020-08,1003863,25.0
2020-08,1003865,150.0
2020-08,1003866,15.0
2020-08,1003874,4.5
2020-08,1003875,62.5
2020-08,1003883,15.0
2020-08,1003915,12.0
2020-08,1003916,32.8
2020-08,1003930,4.0
2020-08,1003934,1640.0
2020-08,1004132,217.0
2020-08,1004135,8.0
2020-08,1004146,64.0
2020-08,1004147,185.0
2020-08,1004151,3.0
2020-08,1004157,15.0
2020-08,1004158,110.0
2020-08,1004159,159.0
2020-08,1007307,48.0
2020-08,1007308,284.0
2020-08,1007309,4.0
2020-08,1007310,109.0
2020-08,1015578,10.0
2020-08,1018660,16.65
2020-08,1018661,128.0
2020-08,1018662,58.0
2020-08,1019983,17.5
2020-08,1025986,12.0
2020-08,1032665,2.6
2020-08,1032673,12.0
2020-08,1032719,42.0
2020-08,1041788,3.0
2020-08,1041791,1.0
2020-08,1041799,1.0
2020-08,1042914,12.0
2020-08,1003831,25.0
2020-08,1003856,10.0
2020-08,1003861,460.0
2020-08,1003863,195.0
2020-08,1003865,575.0
2020-08,1003866,265.0
2020-08,1003872,37.5
2020-08,1003874,54.0
2020-08,1003875,387.5
2020-08,1003883,510.0
2020-08,1003915,176.8
2020-08,1003916,264.0
2020-08,1003930,28.0
2020-08,1003934,5951.0
2020-08,1004132,1531.0
2020-08,1004134,143.0
2020-08,1004135,31.0
2020-08,1004139,2.5
2020-08,1004146,650.0
2020-08,1004147,1309.0
2020-08,1004151,170.0
2020-08,1004153,7.0
2020-08,1004157,235.0
2020-08,1004158,1094.0
2020-08,1004159,941.0
2020-08,1007307,350.0
2020-08,1007308,1948.0
2020-08,1007309,304.0
2020-08,1007310,1075.0
2020-08,1015578,40.0
2020-08,1018660,74.25
2020-08,1018661,664.0
2020-08,1018662,336.0
2020-08,1019983,161.5
2020-08,1025298,5.0
2020-08,1025986,48.0
2020-08,1026978,8.0
2020-08,1030868,744.0
2020-08,1032665,3.9
2020-08,1032673,129.0
2020-08,1032719,412.5
2020-08,1041779,5.0
2020-08,1041780,10.0
2020-08,1041781,10.0
2020-08,1041782,5.0
2020-08,1041788,60.0
2020-08,1041789,33.0
2020-08,1041791,60.0
2020-08,1041799,22.0
2020-08,1041807,12.0
2020-08,1042914,236.0
2020-08,1003831,30.0
2020-08,1003856,10.0
2020-08,1003861,590.0
2020-08,1003863,205.0
2020-08,1003865,1155.0
2020-08,1003866,370.0
2020-08,1003872,12.5
2020-08,1003874,63.0
2020-08,1003875,487.5
2020-08,1003883,590.0
2020-08,1003915,136.8
2020-08,1003916,436.0
2020-08,1003930,112.0
2020-08,1003934,7991.0
2020-08,1004132,1764.0
2020-08,1004134,128.0
2020-08,1004135,37.0
2020-08,1004140,-2.5
2020-08,1004146,887.0
2020-08,1004147,1634.0
2020-08,1004151,164.0
2020-08,1004157,190.0
2020-08,1004158,874.0
2020-08,1004159,1361.0
2020-08,1007307,512.0
2020-08,1007308,2868.0
2020-08,1007309,272.0
2020-08,1007310,1480.0
2020-08,1015578,40.0
2020-08,1018660,133.65
2020-08,1018661,975.5
2020-08,1018662,419.0
2020-08,1019983,174.0
2020-08,1025298,30.0
2020-08,1025986,40.0
2020-08,1026978,8.0
2020-08,1030868,528.0
2020-08,1032665,6.5
2020-08,1032673,84.0
2020-08,1032719,361.5
2020-08,1041779,80.0
2020-08,1041780,25.0
2020-08,1041781,10.0
2020-08,1041782,105.0
2020-08,1041787,10.0
2020-08,1041788,44.0
2020-08,1041789,10.0
2020-08,1041791,68.0
2020-08,1041795,5.0
2020-08,1041799,19.0
2020-08,1041807,23.0
2020-08,1042914,388.0
2020-08,1003831,35.0
2020-08,1003856,5.0
2020-08,1003861,540.0
2020-08,1003863,280.0
2020-08,1003865,1040.0
2020-08,1003866,400.0
2020-08,1003872,37.5
2020-08,1003874,40.5
2020-08,1003875,287.5
2020-08,1003883,470.0
2020-08,1003915,164.0
2020-08,1003916,265.6
2020-08,1003930,52.0
2020-08,1003934,5713.0
2020-08,1004132,1558.0
2020-08,1004134,161.0
2020-08,1004135,21.0
2020-08,1004146,916.0
2020-08,1004147,1612.0
2020-08,1004151,226.0
2020-08,1004152,-1.0
2020-08,1004153,-1.0
2020-08,1004157,255.0
2020-08,1004158,1177.0
2020-08,1004159,1394.0
2020-08,1007307,447.0
2020-08,1007308,3248.0
2020-08,1007309,316.0
2020-08,1007310,1188.0
2020-08,1015578,5.0
2020-08,1018660,172.8
2020-08,1018661,717.0
2020-08,1018662,355.0
2020-08,1019983,141.0
2020-08,1025986,4.0
2020-08,1030868,432.0
2020-08,1032665,7.8
2020-08,1032673,93.0
2020-08,1032719,225.0
2020-08,1041779,35.0
2020-08,1041787,5.0
2020-08,1041788,80.0
2020-08,1041789,49.0
2020-08,1041791,38.0
2020-08,1041796,5.0
2020-08,1041799,24.0
2020-08,1041807,17.0
2020-08,1042914,260.0
2020-08,1003831,35.0
2020-08,1003856,5.0
2020-08,1003861,680.0
2020-08,1003863,165.0
2020-08,1003865,930.0
2020-08,1003866,280.0
2020-08,1003872,25.0
2020-08,1003874,13.5
2020-08,1003875,662.5
2020-08,1003883,540.0
2020-08,1003915,164.0
2020-08,1003916,314.4
2020-08,1003930,56.0
2020-08,1003934,7206.0
2020-08,1004132,1644.0
2020-08,1004134,78.0
2020-08,1004135,28.0
2020-08,1004139,-2.5
2020-08,1004140,-2.5
2020-08,1004146,990.0
2020-08,1004147,1574.0
2020-08,1004151,226.0
2020-08,1004157,255.0
2020-08,1004158,1109.0
2020-08,1004159,1496.0
2020-08,1007307,727.0
2020-08,1007308,2484.0
2020-08,1007309,368.0
2020-08,1007310,1533.0
2020-08,1015578,10.0
2020-08,1018660,239.4
2020-08,1018661,588.5
2020-08,1018662,297.5
2020-08,1019983,167.5
2020-08,1025298,35.0
2020-08,1025986,0.0
2020-08,1026978,4.0
2020-08,1030868,384.0
2020-08,1032665,3.9
2020-08,1032673,48.0
2020-08,1032719,318.0
2020-08,1041779,35.0
2020-08,1041780,45.0
2020-08,1041781,5.0
2020-08,1041788,202.0
2020-08,1041789,27.0
2020-08,1041791,56.0
2020-08,1041795,5.0
2020-08,1041799,25.0
2020-08,1041807,8.0
2020-08,1042914,288.0
2020-08,1003831,15.0
2020-08,1003856,-10.0
2020-08,1003861,70.0
2020-08,1003863,30.0
2020-08,1003865,145.0
2020-08,1003866,65.0
2020-08,1003874,49.5
2020-08,1003875,125.0
2020-08,1003883,180.0
2020-08,1003915,23.2
2020-08,1003916,184.0
2020-08,1003930,4.0
2020-08,1003934,2205.0
2020-08,1004132,423.0
2020-08,1004134,4.0
2020-08,1004135,7.0
2020-08,1004146,251.0
2020-08,1004147,613.0
2020-08,1004151,14.0
2020-08,1004157,40.0
2020-08,1004158,338.0
2020-08,1004159,452.0
2020-08,1007307,153.0
2020-08,1007308,480.0
2020-08,1007309,68.0
2020-08,1007310,315.0
2020-08,1018660,42.75
2020-08,1018661,128.0
2020-08,1018662,79.5
2020-08,1019983,39.5
2020-08,1025298,5.0
2020-08,1030868,72.0
2020-08,1032665,3.9
2020-08,1032673,15.0
2020-08,1032719,64.5
2020-08,1041779,15.0
2020-08,1041788,6.0
2020-08,1041789,1.0
2020-08,1041791,3.0
2020-08,1041799,1.0
2020-08,1042914,72.0
2020-09,1003831,45.0
2020-09,1003856,20.0
2020-09,1003861,400.0
2020-09,1003863,170.0
2020-09,1003865,795.0
2020-09,1003866,395.0
2020-09,1003872,62.5
2020-09,1003874,45.0
2020-09,1003875,350.0
2020-09,1003883,530.0
2020-09,1003915,119.2
2020-09,1003916,266.4
2020-09,1003930,76.0
2020-09,1003934,6617.0
2020-09,1004132,1588.0
2020-09,1004134,123.0
2020-09,1004135,23.0
2020-09,1004146,836.0
2020-09,1004147,1444.0
2020-09,1004151,88.0
2020-09,1004157,120.0
2020-09,1004158,1178.0
2020-09,1004159,1232.0
2020-09,1007307,626.0
2020-09,1007308,2496.0
2020-09,1007309,424.0
2020-09,1007310,1139.0
2020-09,1015882,0.0
2020-09,1018660,136.35
2020-09,1018661,407.0
2020-09,1018662,253.0
2020-09,1019983,143.5
2020-09,1025298,5.0
2020-09,1026978,2.0
2020-09,1030868,480.0
2020-09,1032665,3.9
2020-09,1032673,63.0
2020-09,1032719,274.5
2020-09,1041779,50.0
2020-09,1041780,15.0
2020-09,1041781,5.0
2020-09,1041782,15.0
2020-09,1041787,5.0
2020-09,1041788,43.0
2020-09,1041789,20.0
2020-09,1041791,72.0
2020-09,1041795,15.0
2020-09,1041796,10.0
2020-09,1041799,19.0
2020-09,1041807,22.0
2020-09,1042914,296.0
2020-09,1003831,60.0
2020-09,1003856,20.0
2020-09,1003861,820.0
2020-09,1003863,135.0
2020-09,1003865,1245.0
2020-09,1003866,455.0
2020-09,1003870,10.0
2020-09,1003872,25.0
2020-09,1003874,63.0
2020-09,1003875,750.0
2020-09,1003883,1130.0
2020-09,1003915,104.0
2020-09,1003916,304.8
2020-09,1003930,80.0
2020-09,1003934,8513.0
2020-09,1004132,1893.0
2020-09,1004134,92.0
2020-09,1004135,46.0
2020-09,1004146,1078.0
2020-09,1004147,2064.0
2020-09,1004151,245.0
2020-09,1004157,235.0
2020-09,1004158,1238.0
2020-09,1004159,1793.0
2020-09,1007307,592.0
2020-09,1007308,2368.0
2020-09,1007309,328.0
2020-09,1007310,1225.0
2020-09,1012721,1.0
2020-09,1015578,10.0
2020-09,1018660,138.6
2020-09,1018661,623.5
2020-09,1018662,358.0
2020-09,1019983,163.0
2020-09,1025298,15.0
2020-09,1025986,-4.0
2020-09,1026978,6.0
2020-09,1030868,624.0
2020-09,1032665,9.1
2020-09,1032673,138.0
2020-09,1032719,304.5
2020-09,1041779,90.0
2020-09,1041780,10.0
2020-09,1041781,5.0
2020-09,1041782,75.0
2020-09,1041787,0.0
2020-09,1041788,75.0
2020-09,1041789,47.0
2020-09,1041791,91.0
2020-09,1041795,15.0
2020-09,1041799,35.0
2020-09,1041807,9.0
2020-09,1042914,340.0
2020-09,1003831,80.0
2020-09,1003856,25.0
2020-09,1003861,750.0
2020-09,1003863,260.0
2020-09,1003865,1475.0
2020-09,1003866,505.0
2020-09,1003870,10.0
2020-09,1003872,37.5
2020-09,1003874,72.0
2020-09,1003875,512.5
2020-09,1003883,1080.0
2020-09,1003915,168.0
2020-09,1003916,277.6
2020-09,1003930,92.0
2020-09,1003934,7712.0
2020-09,1004132,2492.0
2020-09,1004134,292.0
2020-09,1004135,45.0
2020-09,1004146,1624.0
2020-09,1004147,2972.0
2020-09,1004151,412.0
2020-09,1004157,250.0
2020-09,1004158,2034.0
2020-09,1004159,2832.0
2020-09,1007307,1024.0
2020-09,1007308,2440.0
2020-09,1007309,400.0
2020-09,1007310,1663.0
2020-09,1015578,20.0
2020-09,1018660,236.25
2020-09,1018661,775.5
2020-09,1018662,391.0
2020-09,1019983,174.5
2020-09,1025298,45.0
2020-09,1026978,18.0
2020-09,1030868,384.0
2020-09,1032665,5.2
2020-09,1032673,144.0
2020-09,1032719,513.0
2020-09,1041779,85.0
2020-09,1041780,35.0
2020-09,1041781,15.0
2020-09,1041782,35.0
2020-09,1041787,15.0
2020-09,1041788,110.0
2020-09,1041789,66.0
2020-09,1041791,72.0
2020-09,1041795,10.0
2020-09,1041799,54.0
2020-09,1041807,13.0
2020-09,1042914,360.0
2020-09,1003831,75.0
2020-09,1003856,30.0
2020-09,1003861,620.0
2020-09,1003863,225.0
2020-09,1003865,1195.0
2020-09,1003866,580.0
2020-09,1003872,25.0
2020-09,1003874,135.0
2020-09,1003875,487.5
2020-09,1003883,970.0
2020-09,1003915,184.8
2020-09,1003916,247.2
2020-09,1003930,48.0
2020-09,1003934,8661.0
2020-09,1004132,3058.0
2020-09,1004134,20.0
2020-09,1004135,28.0
2020-09,1004138,2.5
2020-09,1004146,1028.0
2020-09,1004147,2295.0
2020-09,1004151,263.0
2020-09,1004157,375.0
2020-09,1004158,1990.0
2020-09,1004159,1707.0
2020-09,1007307,614.0
2020-09,1007308,2416.0
2020-09,1007309,496.0
2020-09,1007310,1643.0
2020-09,1015578,0.0
2020-09,1018660,129.6
2020-09,1018661,699.5
2020-09,1018662,383.0
2020-09,1019983,237.5
2020-09,1025298,25.0
2020-09,1025986,-4.0
2020-09,1026978,12.0
2020-09,1030868,888.0
2020-09,1032665,1.3
2020-09,1032673,132.0
2020-09,1032719,369.0
2020-09,1041779,70.0
2020-09,1041780,25.0
2020-09,1041781,10.0
2020-09,1041782,20.0
2020-09,1041787,5.0
2020-09,1041788,109.0
2020-09,1041789,14.0
2020-09,1041791,54.0
2020-09,1041795,5.0
2020-09,1041796,5.0
2020-09,1041799,24.0
2020-09,1041807,11.0
2020-09,1042914,300.0
2020-09,1003831,10.0
2020-09,1003861,280.0
2020-09,1003863,35.0
2020-09,1003865,715.0
2020-09,1003866,210.0
2020-09,1003872,12.5
2020-09,1003874,18.0
2020-09,1003875,312.5
2020-09,1003883,325.0
2020-09,1003915,103.2
2020-09,1003916,268.8
2020-09,1003930,72.0
2020-09,1003934,4056.0
2020-09,1004132,1090.0
2020-09,1004134,25.0
2020-09,1004135,21.0
2020-09,1004146,461.0
2020-09,1004147,994.0
2020-09,1004151,163.0
2020-09,1004157,65.0
2020-09,1004158,599.0
2020-09,1004159,688.0
2020-09,1007307,210.0
2020-09,1007308,1208.0
2020-09,1007309,308.0
2020-09,1007310,642.0
2020-09,1015882,-10.0
2020-09,1018660,73.35
2020-09,1018661,242.0
2020-09,1018662,198.0
2020-09,1019983,87.0
2020-09,1025298,25.0
2020-09,1030868,288.0
2020-09,1032665,1.3
2020-09,1032673,90.0
2020-09,1032719,150.0
2020-09,1041779,40.0
2020-09,1041780,5.0
2020-09,1041788,97.0
2020-09,1041789,32.0
2020-09,1041791,38.0
2020-09,1041799,34.0
2020-09,1041807,3.0
2020-09,1042914,128.0
2020-01,1003831,35.0
2020-01,1003856,10.0
2020-01,1003861,470.0
2020-01,1003863,125.0
2020-01,1003865,470.0
2020-01,1003866,240.0
2020-01,1003870,-10.0
2020-01,1003872,25.0
2020-01,1003874,13.5
2020-01,1003875,137.5
2020-01,1003883,345.0
2020-01,1003915,64.8
2020-01,1003916,92.8
2020-01,1003930,40.0
2020-01,1003934,3387.0
2020-01,1004132,742.0
2020-01,1004134,92.0
2020-01,1004135,19.0
2020-01,1004146,522.0
2020-01,1004147,752.0
2020-01,1004151,126.0
2020-01,1004157,175.0
2020-01,1004158,327.0
2020-01,1004159,499.0
2020-01,1007307,390.0
2020-01,1007308,1132.0
2020-01,1007309,104.0
2020-01,1007310,668.0
2020-01,1018660,54.0
2020-01,1018661,329.5
2020-01,1018662,177.5
2020-01,1019983,58.5
2020-01,1025298,20.0
2020-01,1030868,504.0
2020-01,1032665,7.8
2020-01,1032673,51.0
2020-01,1032719,186.0
2020-01,1041779,75.0
2020-01,1041781,5.0
2020-01,1041782,5.0
2020-01,1041788,13.0
2020-01,1041789,16.0
2020-01,1041791,30.0
2020-01,1041795,5.0
2020-01,1041799,13.0
2020-01,1041807,17.0
2020-01,1042914,148.0
2020-01,1003831,15.0
2020-01,1003856,0.0
2020-01,1003861,700.0
2020-01,1003863,555.0
2020-01,1003865,1175.0
2020-01,1003866,405.0
2020-01,1003872,37.5
2020-01,1003874,76.5
2020-01,1003875,575.0
2020-01,1003883,630.0
2020-01,1003915,278.4
2020-01,1003916,296.8
2020-01,1003930,32.0
2020-01,1003934,8602.0
2020-01,1004132,1636.0
2020-01,1004134,74.0
2020-01,1004135,39.0
2020-01,1004146,892.0
2020-01,1004147,1444.0
2020-01,1004151,127.0
2020-01,1004157,220.0
2020-01,1004158,1167.0
2020-01,1004159,1345.0
2020-01,1007307,891.0
2020-01,1007308,2708.0
2020-01,1007309,396.0
2020-01,1007310,1239.0
2020-01,1012721,1.0
2020-01,1015578,20.0
2020-01,1018660,58.5
2020-01,1018661,601.5
2020-01,1018662,359.0
2020-01,1019983,154.5
2020-01,1025298,10.0
2020-01,1026978,4.0
2020-01,1030868,600.0
2020-01,1032665,11.7
2020-01,1032673,60.0
2020-01,1032719,400.5
2020-01,1041779,45.0
2020-01,1041782,30.0
2020-01,1041788,147.0
2020-01,1041789,137.0
2020-01,1041791,137.0
2020-01,1041795,5.0
2020-01,1041799,102.0
2020-01,1041807,104.0
2020-01,1042914,352.0
2020-01,1003831,35.0
2020-01,1003856,15.0
2020-01,1003861,600.0
2020-01,1003863,210.0
2020-01,1003865,785.0
2020-01,1003866,545.0
2020-01,1003872,12.5
2020-01,1003874,49.5
2020-01,1003875,437.5
2020-01,1003883,765.0
2020-01,1003915,176.0
2020-01,1003916,397.6
2020-01,1003934,7966.0
2020-01,1004132,1458.0
2020-01,1004134,104.0
2020-01,1004135,22.0
2020-01,1004146,785.0
2020-01,1004147,1633.0
2020-01,1004151,243.0
2020-01,1004153,-1.0
2020-01,1004157,380.0
2020-01,1004158,1002.0
2020-01,1004159,1484.0
2020-01,1007307,270.0
2020-01,1007308,2868.0
2020-01,1007309,332.0
2020-01,1007310,1195.0
2020-01,1015578,10.0
2020-01,1018660,105.3
2020-01,1018661,552.5
2020-01,1018662,285.5
2020-01,1019983,118.5
2020-01,1025298,20.0
2020-01,1030868,528.0
2020-01,1032665,2.6
2020-01,1032673,33.0
2020-01,1032719,336.0
2020-01,1041779,70.0
2020-01,1041780,25.0
2020-01,1041782,105.0
2020-01,1041788,211.0
2020-01,1041789,448.0
2020-01,1041791,470.0
2020-01,1041795,5.0
2020-01,1041799,470.0
2020-01,1041807,456.0
2020-01,1042914,336.0
2020-01,1003831,70.0
2020-01,1003856,10.0
2020-01,1003861,660.0
2020-01,1003863,195.0
2020-01,1003865,1005.0
2020-01,1003866,420.0
2020-01,1003872,25.0
2020-01,1003874,58.5
2020-01,1003875,612.5
2020-01,1003883,605.0
2020-01,1003915,164.0
2020-01,1003916,240.0
2020-01,1003930,20.0
2020-01,1003934,8940.0
2020-01,1004126,2.0
2020-01,1004132,1611.0
2020-01,1004134,96.0
2020-01,1004135,28.0
2020-01,1004146,928.0
2020-01,1004147,1486.0
2020-01,1004151,166.0
2020-01,1004157,245.0
2020-01,1004158,1009.0
2020-01,1004159,1256.0
2020-01,1007307,294.0
2020-01,1007308,2400.0
2020-01,1007309,372.0
2020-01,1007310,1033.0
2020-01,1015578,5.0
2020-01,1018660,205.65
2020-01,1018661,589.0
2020-01,1018662,352.5
2020-01,1019983,124.0
2020-01,1025298,5.0
2020-01,1025986,-4.0
2020-01,1026978,0.0
2020-01,1030868,816.0
2020-01,1032665,13.0
2020-01,1032673,66.0
2020-01,1032719,454.5
2020-01,1041779,55.0
2020-01,1041780,5.0
2020-01,1041781,5.0
2020-01,1041787,5.0
2020-01,1041788,24.0
2020-01,1041789,18.0
2020-01,1041791,61.0
2020-01,1041799,33.0
2020-01,1041807,37.0
2020-01,1042914,364.0
2020-01,1003831,60.0
2020-01,1003856,15.0
2020-01,1003861,630.0
2020-01,1003863,235.0
2020-01,1003865,1305.0
2020-01,1003866,395.0
2020-01,1003874,72.0
2020-01,1003875,450.0
2020-01,1003883,605.0
2020-01,1003915,216.0
2020-01,1003916,353.6
2020-01,1003930,12.0
2020-01,1003934,12620.0
2020-01,1004132,1558.0
2020-01,1004134,226.0
2020-01,1004135,38.0
2020-01,1004146,1019.0
2020-01,1004147,1578.0
2020-01,1004151,254.0
2020-01,1004157,375.0
2020-01,1004158,1351.0
2020-01,1004159,1509.0
2020-01,1007307,1172.0
2020-01,1007308,3084.0
2020-01,1007309,456.0
2020-01,1007310,1749.0
2020-01,1015578,5.0
2020-01,1015882,10.0
2020-01,1018660,193.95
2020-01,1018661,632.0
2020-01,1018662,352.0
2020-01,1019983,175.5
2020-01,1025298,20.0
2020-01,1025986,-4.0
2020-01,1026978,6.0
2020-01,1030868,696.0
2020-01,1032665,1.3
2020-01,1032673,33.0
2020-01,1032719,376.5
2020-01,1041779,60.0
2020-01,1041780,15.0
2020-01,1041781,25.0
2020-01,1041782,5.0
2020-01,1041787,5.0
2020-01,1041788,27.0
2020-01,1041789,18.0
2020-01,1041791,45.0
2020-01,1041796,5.0
2020-01,1041799,29.0
2020-01,1041807,14.0
2020-01,1042914,372.0
2020-11,1003875,37.5
2020-11,1003934,94.0
2020-11,1004132,10.0
2020-11,1004146,20.0
2020-11,1004147,170.0
2020-11,1004151,20.0
2020-11,1004158,10.0
2020-11,1004159,130.0
2020-11,1007307,40.0
2020-11,1007308,16.0
2020-11,1007309,8.0
2020-11,1007310,10.0
2020-11,1018660,5.4
2020-11,1018661,3.0
2020-11,1018662,8.0
2020-11,1041788,20.0
2020-11,1041791,30.0
2020-11,1003831,50.0
2020-11,1003856,10.0
2020-11,1003861,830.0
2020-11,1003863,180.0
2020-11,1003865,1080.0
2020-11,1003866,380.0
2020-11,1003872,37.5
2020-11,1003874,49.5
2020-11,1003875,462.5
2020-11,1003883,605.0
2020-11,1003915,124.8
2020-11,1003916,408.8
2020-11,1003930,12.0
2020-11,1003934,10121.0
2020-11,1004132,1374.0
2020-11,1004134,69.0
2020-11,1004135,35.0
2020-11,1004146,690.0
2020-11,1004147,1356.0
2020-11,1004151,127.0
2020-11,1004157,165.0
2020-11,1004158,1013.0
2020-11,1004159,1058.0
2020-11,1007307,353.0
2020-11,1007308,2748.0
2020-11,1007309,332.0
2020-11,1007310,1191.0
2020-11,1018660,169.2
2020-11,1018661,528.5
2020-11,1018662,258.0
2020-11,1019983,104.0
2020-11,1030868,552.0
2020-11,1032665,13.0
2020-11,1032673,42.0
2020-11,1032719,304.5
2020-11,1041779,25.0
2020-11,1041780,15.0
2020-11,1041782,15.0
2020-11,1041788,26.0
2020-11,1041789,7.0
2020-11,1041791,54.0
2020-11,1041795,25.0
2020-11,1041799,13.0
2020-11,1041807,12.0
2020-11,1042914,320.0
2020-11,1049564,163.0
2020-11,1003831,105.0
2020-11,1003856,20.0
2020-11,1003861,950.0
2020-11,1003863,195.0
2020-11,1003865,1230.0
2020-11,1003866,540.0
2020-11,1003872,12.5
2020-11,1003874,36.0
2020-11,1003875,487.5
2020-11,1003883,590.0
2020-11,1003915,124.8
2020-11,1003916,295.2
2020-11,1003930,36.0
2020-11,1003934,6346.0
2020-11,1004132,1643.0
2020-11,1004134,72.0
2020-11,1004135,37.0
2020-11,1004139,5.0
2020-11,1004146,806.0
2020-11,1004147,1831.0
2020-11,1004151,185.0
2020-11,1004157,265.0
2020-11,1004158,1080.0
2020-11,1004159,1327.0
2020-11,1007307,389.0
2020-11,1007308,2748.0
2020-11,1007309,456.0
2020-11,1007310,1235.0
2020-11,1015578,5.0
2020-11,1015882,10.0
2020-11,1018660,148.05
2020-11,1018661,637.0
2020-11,1018662,350.0
2020-11,1019983,187.0
2020-11,1025298,55.0
2020-11,1025986,4.0
2020-11,1026978,4.0
2020-11,1030868,576.0
2020-11,1032665,1.3
2020-11,1032673,180.0
2020-11,1032719,460.5
2020-11,1041779,110.0
2020-11,1041780,45.0
2020-11,1041781,5.0
2020-11,1041782,80.0
2020-11,1041788,80.0
2020-11,1041789,87.0
